Organism	Name	Cell Type	Reference	URL	Entrez ID	Function
Human	COL18A1	Enterocytes	PanglaoDB	https://panglaodb.se/	80781	collagen type XVIII alpha 1 chain
Human	SOX10	Enterocytes	PanglaoDB	https://panglaodb.se/	6663	SRY-box transcription factor 10
Human	COL20A1	Enterocytes	PanglaoDB	https://panglaodb.se/	57642	collagen type XX alpha 1 chain
Human	PMEPA1	Enterocytes	PanglaoDB	https://panglaodb.se/	56937	prostate transmembrane protein, androgen induced 1
Human	GFRA2	Enterocytes	PanglaoDB	https://panglaodb.se/	2675	GDNF family receptor alpha 2
Human	ART3	Enterocytes	PanglaoDB	https://panglaodb.se/	419	ADP-ribosyltransferase 3
Human	SLC26A2	Enterocytes	PanglaoDB	https://panglaodb.se/	1836	solute carrier family 26 member 2
Human	PRSS2	Enterocytes	PanglaoDB	https://panglaodb.se/	5645	serine protease 2
Human	L1CAM	Enterocytes	PanglaoDB	https://panglaodb.se/	3897	L1 cell adhesion molecule
Human	SLC11A2	Enterocytes	PanglaoDB	https://panglaodb.se/	4891	solute carrier family 11 member 2
Human	SLC26A3	Enterocytes	PanglaoDB	https://panglaodb.se/	1811	solute carrier family 26 member 3
Human	APOA1	Enterocytes	PanglaoDB	https://panglaodb.se/	335	apolipoprotein A1
Human	APOA4	Enterocytes	PanglaoDB	https://panglaodb.se/	337	apolipoprotein A4
Human	CBR1	Enterocytes	PanglaoDB	https://panglaodb.se/	873	carbonyl reductase 1
Human	EPHX2	Enterocytes	PanglaoDB	https://panglaodb.se/	2053	epoxide hydrolase 2
Human	GSTM3	Enterocytes	PanglaoDB	https://panglaodb.se/	2947	glutathione S-transferase mu 3
Human	CREB3L3	Enterocytes	PanglaoDB	https://panglaodb.se/	84699	cAMP responsive element binding protein 3 like 3
Human	MEP1A	Enterocytes	PanglaoDB	https://panglaodb.se/	4224	meprin A subunit alpha
Human	FABP6	Enterocytes	PanglaoDB	https://panglaodb.se/	2172	fatty acid binding protein 6
Human	RBP2	Enterocytes	PanglaoDB	https://panglaodb.se/	5948	retinol binding protein 2
Human	CYP3A4	Enterocytes	PanglaoDB	https://panglaodb.se/	1576	cytochrome P450 family 3 subfamily A member 4
Human	APOB	Enterocytes	PanglaoDB	https://panglaodb.se/	338	apolipoprotein B
Human	MTTP	Enterocytes	PanglaoDB	https://panglaodb.se/	4547	microsomal triglyceride transfer protein
Human	SLC2A2	Enterocytes	PanglaoDB	https://panglaodb.se/	6514	solute carrier family 2 member 2
Human	APOC3	Enterocytes	PanglaoDB	https://panglaodb.se/	345	apolipoprotein C3
Human	UGT2B17	Enterocytes	PanglaoDB	https://panglaodb.se/	7367	UDP glucuronosyltransferase family 2 member B17
Human	CD36	Enterocytes	PanglaoDB	https://panglaodb.se/	948	CD36 molecule
Human	REG3A	Enterocytes	PanglaoDB	https://panglaodb.se/	5068	regenerating family member 3 alpha
Human	ISX	Enterocytes	PanglaoDB	https://panglaodb.se/	91464	intestine specific homeobox
Human	AQP10	Enterocytes	PanglaoDB	https://panglaodb.se/	89872	aquaporin 10
Human	S100G	Enterocytes	PanglaoDB	https://panglaodb.se/	795	S100 calcium binding protein G
Human	BEST4	Enterocytes	PanglaoDB	https://panglaodb.se/	266675	bestrophin 4
Human	SLC28A1	Enterocytes	PanglaoDB	https://panglaodb.se/	9154	solute carrier family 28 member 1
Human	SLC28A2	Enterocytes	PanglaoDB	https://panglaodb.se/	9153	solute carrier family 28 member 2
Human	SLC30A10	Enterocytes	PanglaoDB	https://panglaodb.se/	55532	solute carrier family 30 member 10
Human	SLC51B	Enterocytes	PanglaoDB	https://panglaodb.se/	123264	solute carrier family 51 beta subunit
Human	VNN1	Enterocytes	PanglaoDB	https://panglaodb.se/	8876	vanin 1
Human	SLC23A1	Enterocytes	PanglaoDB	https://panglaodb.se/	9963	solute carrier family 23 member 1
Human	TREH	Enterocytes	PanglaoDB	https://panglaodb.se/	11181	trehalase
Human	ABCC2	Enterocytes	PanglaoDB	https://panglaodb.se/	1244	ATP binding cassette subfamily C member 2
Human	ABCG5	Enterocytes	PanglaoDB	https://panglaodb.se/	64240	ATP binding cassette subfamily G member 5
Human	SLC52A1	Enterocytes	PanglaoDB	https://panglaodb.se/	55065	solute carrier family 52 member 1
Human	CYP3A7	Enterocytes	PanglaoDB	https://panglaodb.se/	1551	cytochrome P450 family 3 subfamily A member 7
Human	DMBT1	Enterocytes	PanglaoDB	https://panglaodb.se/	1755	deleted in malignant brain tumors 1
Human	ABCG8	Enterocytes	PanglaoDB	https://panglaodb.se/	64241	ATP binding cassette subfamily G member 8
Human	PLIN2	Enterocytes	PanglaoDB	https://panglaodb.se/	123	perilipin 2
Human	GSTA1	Enterocytes	PanglaoDB	https://panglaodb.se/	2938	glutathione S-transferase alpha 1
Human	CYBRD1	Enterocytes	PanglaoDB	https://panglaodb.se/	79901	cytochrome b reductase 1
Human	ABCG2	Enterocytes	PanglaoDB	https://panglaodb.se/	9429	ATP binding cassette subfamily G member 2 (Junior blood group)
Human	NR1H4	Enterocytes	PanglaoDB	https://panglaodb.se/	9971	nuclear receptor subfamily 1 group H member 4
Human	DAB1	Enterocytes	PanglaoDB	https://panglaodb.se/	1600	DAB adaptor protein 1
Human	TM6SF2	Enterocytes	PanglaoDB	https://panglaodb.se/	53345	transmembrane 6 superfamily member 2
Human	NR5A2	Enterocytes	PanglaoDB	https://panglaodb.se/	2494	nuclear receptor subfamily 5 group A member 2
Human	PDZK1	Enterocytes	PanglaoDB	https://panglaodb.se/	5174	PDZ domain containing 1
Human	ACSL5	Enterocytes	PanglaoDB	https://panglaodb.se/	51703	acyl-CoA synthetase long chain family member 5
Human	AQP11	Enterocytes	PanglaoDB	https://panglaodb.se/	282679	aquaporin 11
Human	AQP7	Enterocytes	PanglaoDB	https://panglaodb.se/	364	aquaporin 7
Human	AQP8	Enterocytes	PanglaoDB	https://panglaodb.se/	343	aquaporin 8
Human	HMOX1	Enterocytes	PanglaoDB	https://panglaodb.se/	3162	heme oxygenase 1
Human	SLC39A5	Enterocytes	PanglaoDB	https://panglaodb.se/	283375	solute carrier family 39 member 5
Human	SLC51A	Enterocytes	PanglaoDB	https://panglaodb.se/	200931	solute carrier family 51 alpha subunit
Human	TRPM6	Enterocytes	PanglaoDB	https://panglaodb.se/	140803	transient receptor potential cation channel subfamily M member 6
Human	MOGAT2	Enterocytes	PanglaoDB	https://panglaodb.se/	80168	monoacylglycerol O-acyltransferase 2
Human	GLS	Enterocytes	PanglaoDB	https://panglaodb.se/	2744	glutaminase
Human	MAOA	Enterocytes	PanglaoDB	https://panglaodb.se/	4128	monoamine oxidase A
Human	DGAT1	Enterocytes	PanglaoDB	https://panglaodb.se/	8694	diacylglycerol O-acyltransferase 1
Human	DGAT2	Enterocytes	PanglaoDB	https://panglaodb.se/	84649	diacylglycerol O-acyltransferase 2
Human	NPSR1	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	387129	neuropeptide S receptor 1
Human	FFAR3	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	2865	free fatty acid receptor 3
Human	SCN3A	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	6328	sodium voltage-gated channel alpha subunit 3
Human	NEUROG3	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	50674	neurogenin 3
Human	FFAR1	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	2864	free fatty acid receptor 1
Human	ARX	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	170302	aristaless related homeobox
Human	NKX2-2	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	4821	NK2 homeobox 2
Human	SCT	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	6343	secretin
Human	CCK	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	885	cholecystokinin
Human	GFRA3	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	2676	GDNF family receptor alpha 3
Human	VWA5B2	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	90113	von Willebrand factor A domain containing 5B2
Human	NEUROD1	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	4760	neuronal differentiation 1
Human	SCGN	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	10590	secretagogin, EF-hand calcium binding protein
Human	PCSK1	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	5122	proprotein convertase subtilisin/kexin type 1
Human	ISL1	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	3670	ISL LIM homeobox 1
Human	FABP5	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	2171	fatty acid binding protein 5
Human	TAC1	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	6863	tachykinin precursor 1
Human	RIMBP2	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	23504	RIMS binding protein 2
Human	PAX6	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	5080	paired box 6
Human	GIP	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	2695	gastric inhibitory polypeptide
Human	GLP1R	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	2740	glucagon like peptide 1 receptor
Human	PYY	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	5697	peptide YY
Human	GLP2R	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	9340	glucagon like peptide 2 receptor
Human	GAST	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	2520	gastrin
Human	NTS	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	4922	neurotensin
Human	SST	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	6750	somatostatin
Human	MLN	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	4295	motilin
Human	GPR119	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	139760	G protein-coupled receptor 119
Human	GCG	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	2641	glucagon
Human	CHGB	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	1114	chromogranin B
Human	CPE	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	1363	carboxypeptidase E
Human	GAL	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	51083	galanin and GMAP prepropeptide
Human	NUCB2	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	4925	nucleobindin 2
Human	IAPP	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	3375	islet amyloid polypeptide
Human	GHRL	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	51738	ghrelin and obestatin prepropeptide
Human	CHGA	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	1113	chromogranin A
Human	TRPA1	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	8989	transient receptor potential cation channel subfamily A member 1
Human	ENPP2	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	5168	ectonucleotide pyrophosphatase/phosphodiesterase 2
Human	AFP	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	174	alpha fetoprotein
Human	VEGFA	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	7422	vascular endothelial growth factor A
Human	FFAR4	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	338557	free fatty acid receptor 4
Human	MC4R	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	4160	melanocortin 4 receptor
Human	INSL5	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	10022	insulin like 5
Human	SSTR2	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	6752	somatostatin receptor 2
Human	ALCAM	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	214	activated leukocyte cell adhesion molecule
Human	TAS1R2	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	80834	taste 1 receptor member 2
Human	TAS1R3	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	83756	taste 1 receptor member 3
Human	GNAT3	Enteroendocrine cells	PanglaoDB	https://panglaodb.se/	346562	G protein subunit alpha transducin 3
Human	C3AR1	Eosinophils	PanglaoDB	https://panglaodb.se/	719	complement C3a receptor 1
Human	FUT4	Eosinophils	PanglaoDB	https://panglaodb.se/	2526	fucosyltransferase 4
Human	FCER2	Eosinophils	PanglaoDB	https://panglaodb.se/	2208	Fc fragment of IgE receptor II
Human	C5AR1	Eosinophils	PanglaoDB	https://panglaodb.se/	728	complement C5a receptor 1
Human	CXCR3	Eosinophils	PanglaoDB	https://panglaodb.se/	2833	C-X-C motif chemokine receptor 3
Human	CCR1	Eosinophils	PanglaoDB	https://panglaodb.se/	1230	C-C motif chemokine receptor 1
Human	CCR3	Eosinophils	PanglaoDB	https://panglaodb.se/	1232	C-C motif chemokine receptor 3
Human	CD244	Eosinophils	PanglaoDB	https://panglaodb.se/	51744	CD244 molecule
Human	PTGDR2	Eosinophils	PanglaoDB	https://panglaodb.se/	11251	prostaglandin D2 receptor 2
Human	S100A9	Eosinophils	PanglaoDB	https://panglaodb.se/	6280	S100 calcium binding protein A9
Human	SIGLEC8	Eosinophils	PanglaoDB	https://panglaodb.se/	27181	sialic acid binding Ig like lectin 8
Human	SIGLEC10	Eosinophils	PanglaoDB	https://panglaodb.se/	89790	sialic acid binding Ig like lectin 10
Human	PGLYRP1	Eosinophils	PanglaoDB	https://panglaodb.se/	8993	peptidoglycan recognition protein 1
Human	LTC4S	Eosinophils	PanglaoDB	https://panglaodb.se/	4056	leukotriene C4 synthase
Human	EPX	Eosinophils	PanglaoDB	https://panglaodb.se/	8288	eosinophil peroxidase
Human	CD69	Eosinophils	PanglaoDB	https://panglaodb.se/	969	CD69 molecule
Human	RNASE3	Eosinophils	PanglaoDB	https://panglaodb.se/	6037	ribonuclease A family member 3
Human	RNASE2	Eosinophils	PanglaoDB	https://panglaodb.se/	6036	ribonuclease A family member 2
Human	IL5	Eosinophils	PanglaoDB	https://panglaodb.se/	3567	interleukin 5
Human	PRG2	Eosinophils	PanglaoDB	https://panglaodb.se/	5553	proteoglycan 2, pro eosinophil major basic protein
Human	PRG3	Eosinophils	PanglaoDB	https://panglaodb.se/	10394	proteoglycan 3, pro eosinophil major basic protein 2
Human	CPA3	Eosinophils	PanglaoDB	https://panglaodb.se/	1359	carboxypeptidase A3
Human	IKZF2	Eosinophils	PanglaoDB	https://panglaodb.se/	22807	IKAROS family zinc finger 2
Human	CCL11	Eosinophils	PanglaoDB	https://panglaodb.se/	6356	C-C motif chemokine ligand 11
Human	CCL5	Eosinophils	PanglaoDB	https://panglaodb.se/	6352	C-C motif chemokine ligand 5
Human	CSF2	Eosinophils	PanglaoDB	https://panglaodb.se/	1437	colony stimulating factor 2
Human	IL5RA	Eosinophils	PanglaoDB	https://panglaodb.se/	3568	interleukin 5 receptor subunit alpha
Human	FOXJ1	Ependymal cells	PanglaoDB	https://panglaodb.se/	2302	forkhead box J1
Human	TRIM71	Ependymal cells	PanglaoDB	https://panglaodb.se/	131405	tripartite motif containing 71
Human	SIX3	Ependymal cells	PanglaoDB	https://panglaodb.se/	6496	SIX homeobox 3
Human	USP18	Ependymal cells	PanglaoDB	https://panglaodb.se/	11274	ubiquitin specific peptidase 18
Human	AQP4	Ependymal cells	PanglaoDB	https://panglaodb.se/	361	aquaporin 4
Human	CELSR2	Ependymal cells	PanglaoDB	https://panglaodb.se/	1952	cadherin EGF LAG seven-pass G-type receptor 2
Human	AQP1	Ependymal cells	PanglaoDB	https://panglaodb.se/	358	aquaporin 1 (Colton blood group)
Human	GFAP	Ependymal cells	PanglaoDB	https://panglaodb.se/	2670	glial fibrillary acidic protein
Human	ENKUR	Ependymal cells	PanglaoDB	https://panglaodb.se/	219670	enkurin, TRPC channel interacting protein
Human	FAM216B	Ependymal cells	PanglaoDB	https://panglaodb.se/	144809	family with sequence similarity 216 member B
Human	KRT15	Ependymal cells	PanglaoDB	https://panglaodb.se/	3866	keratin 15
Human	CATIP	Ependymal cells	PanglaoDB	https://panglaodb.se/	375307	ciliogenesis associated TTC17 interacting protein
Human	DNAH12	Ependymal cells	PanglaoDB	https://panglaodb.se/	201625	dynein axonemal heavy chain 12
Human	FAM166B	Ependymal cells	PanglaoDB	https://panglaodb.se/	730112	family with sequence similarity 166 member B
Human	IQCG	Ependymal cells	PanglaoDB	https://panglaodb.se/	84223	IQ motif containing G
Human	SPEF2	Ependymal cells	PanglaoDB	https://panglaodb.se/	79925	sperm flagellar 2
Human	MYO16	Ependymal cells	PanglaoDB	https://panglaodb.se/	23026	myosin XVI
Human	ODF3B	Ependymal cells	PanglaoDB	https://panglaodb.se/	440836	outer dense fiber of sperm tails 3B
Human	PLXNB2	Ependymal cells	PanglaoDB	https://panglaodb.se/	23654	plexin B2
Human	TEKT1	Ependymal cells	PanglaoDB	https://panglaodb.se/	83659	tektin 1
Human	CHEK2	Ependymal cells	PanglaoDB	https://panglaodb.se/	11200	checkpoint kinase 2
Human	CROCC	Ependymal cells	PanglaoDB	https://panglaodb.se/	9696	ciliary rootlet coiled-coil, rootletin
Human	NME9	Ependymal cells	PanglaoDB	https://panglaodb.se/	347736	NME/NM23 family member 9
Human	CFAP126	Ependymal cells	PanglaoDB	https://panglaodb.se/	257177	cilia and flagella associated protein 126
Human	MEIG1	Ependymal cells	PanglaoDB	https://panglaodb.se/	644890	meiosis/spermiogenesis associated 1
Human	HSPA2	Ependymal cells	PanglaoDB	https://panglaodb.se/	3306	heat shock protein family A (Hsp70) member 2
Human	CFAP65	Ependymal cells	PanglaoDB	https://panglaodb.se/	255101	cilia and flagella associated protein 65
Human	LRRC23	Ependymal cells	PanglaoDB	https://panglaodb.se/	10233	leucine rich repeat containing 23
Human	TEKT4	Ependymal cells	PanglaoDB	https://panglaodb.se/	150483	tektin 4
Human	CALML4	Ependymal cells	PanglaoDB	https://panglaodb.se/	91860	calmodulin like 4
Human	PIFO	Ependymal cells	PanglaoDB	https://panglaodb.se/	128344	primary cilia formation
Human	CRYGN	Ependymal cells	PanglaoDB	https://panglaodb.se/	155051	crystallin gamma N
Human	HDC	Ependymal cells	PanglaoDB	https://panglaodb.se/	3067	histidine decarboxylase
Human	PCP4L1	Ependymal cells	PanglaoDB	https://panglaodb.se/	654790	Purkinje cell protein 4 like 1
Human	DYNLRB2	Ependymal cells	PanglaoDB	https://panglaodb.se/	83657	dynein light chain roadblock-type 2
Human	TMEM107	Ependymal cells	PanglaoDB	https://panglaodb.se/	84314	transmembrane protein 107
Human	RIIAD1	Ependymal cells	PanglaoDB	https://panglaodb.se/	284485	regulatory subunit of type II PKA R-subunit domain containing 1
Human	TMEM212	Ependymal cells	PanglaoDB	https://panglaodb.se/	389177	transmembrane protein 212
Human	RSPH1	Ependymal cells	PanglaoDB	https://panglaodb.se/	89765	radial spoke head component 1
Human	CCDC153	Ependymal cells	PanglaoDB	https://panglaodb.se/	283152	coiled-coil domain containing 153
Human	S100B	Ependymal cells	PanglaoDB	https://panglaodb.se/	6285	S100 calcium binding protein B
Human	AK7	Ependymal cells	PanglaoDB	https://panglaodb.se/	122481	adenylate kinase 7
Human	RARRES2	Ependymal cells	PanglaoDB	https://panglaodb.se/	5919	retinoic acid receptor responder 2
Human	PVALB	Ependymal cells	PanglaoDB	https://panglaodb.se/	5816	parvalbumin
Human	ANGPTL2	Ependymal cells	PanglaoDB	https://panglaodb.se/	23452	angiopoietin like 2
Human	CFAP54	Ependymal cells	PanglaoDB	https://panglaodb.se/	144535	cilia and flagella associated protein 54
Human	STOML3	Ependymal cells	PanglaoDB	https://panglaodb.se/	161003	stomatin like 3
Human	PLTP	Ependymal cells	PanglaoDB	https://panglaodb.se/	5360	phospholipid transfer protein
Human	SSPO	Ependymal cells	PanglaoDB	https://panglaodb.se/	23145	SCO-spondin
Human	EFNB3	Ependymal cells	PanglaoDB	https://panglaodb.se/	1949	ephrin B3
Human	MYB	Ependymal cells	PanglaoDB	https://panglaodb.se/	4602	MYB proto-oncogene, transcription factor
Human	RFX2	Ependymal cells	PanglaoDB	https://panglaodb.se/	5990	regulatory factor X2
Human	ZMYND10	Ependymal cells	PanglaoDB	https://panglaodb.se/	51364	zinc finger MYND-type containing 10
Human	AK8	Ependymal cells	PanglaoDB	https://panglaodb.se/	158067	adenylate kinase 8
Human	CFAP44	Ependymal cells	PanglaoDB	https://panglaodb.se/	55779	cilia and flagella associated protein 44
Human	TM4SF1	Ependymal cells	PanglaoDB	https://panglaodb.se/	4071	transmembrane 4 L six family member 1
Human	NANOG	Epiblast cells	PanglaoDB	https://panglaodb.se/	79923	Nanog homeobox
Human	POU5F1	Epiblast cells	PanglaoDB	https://panglaodb.se/	5460	POU class 5 homeobox 1
Human	ERAS	Epiblast cells	PanglaoDB	https://panglaodb.se/	3266	ES cell expressed Ras
